.id,simd,n_pop,mean_age,n_cvd,p_cvd
253,4,1663,59.628382441371,625,37.5826819001804
253,5,1751,59.642490005711,682,38.9491719017704
254,1,1523,59.7051871306632,611,40.118187787262
254,2,1897,59.3600421718503,748,39.4306800210859
254,3,1826,59.5366922234392,708,38.7732749178532
254,4,1594,59.5627352572146,628,39.3977415307403
254,5,1751,59.1450599657339,646,36.8932038834951
255,1,1539,59.7927225471085,605,39.311241065627
255,2,1787,59.5573587017348,690,38.6121992165641
255,3,1910,59.3947643979058,742,38.848167539267
255,4,1626,59.4059040590406,668,41.0824108241082
255,5,1729,59.2093695777906,687,39.7339502602661
256,1,1525,59.7731147540984,585,38.3606557377049
256,2,1835,59.4959128065395,740,40.3269754768392
256,3,1849,59.8117901568415,722,39.0481341265549
256,4,1669,59.4493708807669,673,40.3235470341522
256,5,1713,59.887332165791,696,40.630472854641
257,1,1508,59.7778514588859,587,38.9257294429708
257,2,1810,59.2834254143646,729,40.2762430939227
257,3,1882,59.6493092454835,752,39.9574920297556
257,4,1638,59.8003663003663,617,37.6678876678877
257,5,1753,59.5727324586423,680,38.7906446092413
258,1,1528,59.6590314136126,612,40.0523560209424
258,2,1816,59.6238986784141,705,38.8215859030837
258,3,1916,59.6242171189979,714,37.2651356993737
258,4,1586,59.6355611601513,637,40.1639344262295
258,5,1745,59.7272206303725,689,39.4842406876791
259,1,1577,59.7273303741281,652,41.3443246670894
259,2,1916,59.7134655532359,787,41.0751565762004
259,3,1801,59.6146585230428,715,39.7001665741255
259,4,1562,59.6088348271447,589,37.708066581306
259,5,1735,59.8328530259366,677,39.0201729106628
260,1,1525,59.4177049180328,607,39.8032786885246
260,2,1846,59.7762730227519,740,40.0866738894908
260,3,1781,59.8366086468276,688,38.6299831555306
260,4,1718,59.6664726426077,661,38.4749708963912
260,5,1721,59.821034282394,656,38.1173736199884
261,1,1533,60.0091324200913,600,39.1389432485323
261,2,1830,59.6754098360656,696,38.0327868852459
261,3,1797,59.7890929326656,680,37.8408458542015
261,4,1578,59.7078580481622,592,37.5158428390368
261,5,1853,59.4506206152186,709,38.2622773880194
262,1,1472,59.7384510869565,581,39.4701086956522
262,2,1926,59.8421599169263,723,37.5389408099689
262,3,1815,59.7509641873278,705,38.8429752066116
262,4,1563,59.8829174664108,625,39.9872040946897
262,5,1815,59.8159779614325,719,39.6143250688705
263,1,1552,59.7326030927835,624,40.2061855670103
263,2,1848,58.9296536796537,717,38.7987012987013
263,3,1826,59.4255202628697,726,39.7590361445783
263,4,1597,59.8603631809643,614,38.4470882905448
263,5,1768,59.5101809954751,690,39.027149321267
264,1,1561,59.6015374759769,616,39.4618834080718
264,2,1873,59.6369460758142,732,39.0816871329418
264,3,1840,59.7478260869565,756,41.0869565217391
264,4,1587,59.9117832388154,608,38.3112791430372
264,5,1730,59.4583815028902,687,39.7109826589595
265,1,1573,59.5378258105531,633,40.241576605213
265,2,1856,59.8997844827586,724,39.0086206896552
265,3,1847,59.6924742826205,723,39.1445587439091
265,4,1643,59.7200243457091,638,38.8314059646987
265,5,1672,59.4593301435407,655,39.1746411483254
266,1,1630,59.6969325153374,610,37.4233128834356
266,2,1791,59.2116136236739,708,39.5309882747069
266,3,1879,59.7642362959021,740,39.3826503459287
266,4,1539,59.5107212475634,596,38.7264457439896
266,5,1752,59.9286529680365,679,38.7557077625571
267,1,1563,59.8342930262316,610,39.0275111964171
267,2,1837,59.8807838867719,723,39.3576483396843
267,3,1843,59.5219750406945,705,38.2528486163863
267,4,1572,59.7150127226463,601,38.2315521628499
267,5,1776,59.5636261261261,711,40.0337837837838
268,1,1554,59.5714285714286,582,37.4517374517375
268,2,1800,59.5444444444444,697,38.7222222222222
268,3,1842,59.0836047774159,728,39.5222584147666
268,4,1609,59.3542573026725,602,37.4145431945308
268,5,1786,59.7211646136618,679,38.0179171332587
269,1,1611,59.3109869646183,592,36.7473618870267
269,2,1826,59.5115005476451,719,39.3756845564075
269,3,1819,59.7757009345795,767,42.1660252886201
269,4,1551,59.6047711154094,588,37.9110251450677
269,5,1784,59.6384529147982,696,39.0134529147982
270,1,1496,60.0340909090909,579,38.7032085561497
270,2,1775,59.696338028169,701,39.4929577464789
270,3,1939,59.7313047962868,775,39.9690562145436
270,4,1596,59.4505012531328,627,39.2857142857143
270,5,1785,59.5607843137255,717,40.1680672268908
271,1,1526,59.4456094364351,599,39.2529488859764
271,2,1817,59.2487616951018,718,39.515685195377
271,3,1843,59.5811177428106,747,40.5317417254476
271,4,1602,59.2590511860175,639,39.8876404494382
271,5,1803,59.2079866888519,690,38.2695507487521
272,1,1538,59.481144343303,599,38.9466840052016
272,2,1847,59.4239306984299,734,39.7401191120736
272,3,1860,59.0978494623656,733,39.4086021505376
272,4,1614,59.2874845105328,660,40.8921933085502
272,5,1732,59.4815242494226,695,40.1270207852194
273,1,1531,59.7478772044416,613,40.0391900718485
273,2,1806,59.3959025470653,682,37.7630121816168
273,3,1829,59.5511208310552,710,38.819026790596
273,4,1644,59.7992700729927,579,35.2189781021898
273,5,1781,60.0522178551376,704,39.528354856822
274,1,1563,59.8023032629559,614,39.2834293026232
274,2,1841,59.5915263443781,713,38.7289516567083
274,3,1825,59.6471232876712,741,40.6027397260274
274,4,1654,59.5417170495768,659,39.8428053204353
274,5,1708,59.1428571428572,678,39.6955503512881
275,1,1543,59.601425793908,649,42.0609202851588
275,2,1833,59.8330605564648,736,40.1527550463721
275,3,1847,59.4185165132648,720,38.9821331889551
275,4,1638,59.0824175824176,634,38.7057387057387
275,5,1730,59.8028901734104,692,40
276,1,1504,59.561170212766,574,38.1648936170213
276,2,1858,60.0392895586652,731,39.3433799784715
276,3,1890,59.6904761904762,735,38.8888888888889
276,4,1596,59.468671679198,581,36.4035087719298
276,5,1743,59.9977051061388,659,37.8083763625932
277,1,1553,59.5743721828719,588,37.862202189311
277,2,1837,59.9178007621121,719,39.1399020141535
277,3,1803,59.5379922351636,669,37.1048252911814
277,4,1640,59.4201219512195,660,40.2439024390244
277,5,1758,59.30204778157,663,37.7133105802048
278,1,1560,59.6147435897436,572,36.6666666666667
278,2,1846,59.7210184182015,746,40.4117009750813
278,3,1801,59.3592448639645,746,41.4214325374792
278,4,1643,59.2793670115642,626,38.1010346926354
278,5,1741,59.4985640436531,705,40.4939689833429
279,1,1503,59.8083832335329,611,40.6520292747838
279,2,1801,59.4936146585231,728,40.4219877845641
279,3,1871,59.7263495456975,749,40.0320684126136
279,4,1668,59.4862110311751,652,39.0887290167866
279,5,1748,59.8100686498856,680,38.9016018306636
280,1,1583,59.253948199621,584,36.8919772583702
280,2,1788,59.5749440715884,699,39.0939597315436
280,3,1816,59.2582599118943,729,40.1431718061674
280,4,1639,59.3831604636974,647,39.4752898108603
280,5,1765,59.5643059490085,686,38.8668555240793
281,1,1503,59.5362608117099,602,40.0532268795742
281,2,1849,59.4851270957274,724,39.1563007030828
281,3,1898,59.6849315068493,734,38.6722866174921
281,4,1618,59.8281829419036,641,39.6168108776267
281,5,1723,59.3238537434707,669,38.827626233314
282,1,1509,59.2915838303512,592,39.2312789927104
282,2,1897,59.5224037954665,718,37.8492356352135
282,3,1847,59.5332972387656,732,39.631835408771
282,4,1615,59.3120743034056,594,36.7801857585139
282,5,1723,59.561230412072,679,39.4080092861288
283,1,1532,59.8067885117494,591,38.5770234986945
283,2,1826,59.6549835706462,700,38.3351588170865
283,3,1876,59.751066098081,718,38.272921108742
283,4,1626,59.8038130381304,635,39.0528905289053
283,5,1731,58.9797804737146,670,38.7059503177354
284,1,1481,59.2680621201891,596,40.2430790006752
284,2,1857,59.2730210016155,730,39.3107162089392
284,3,1838,59.6099020674646,743,40.424374319913
284,4,1599,59.4846779237023,637,39.8373983739837
284,5,1816,59.5302863436123,765,42.125550660793
285,1,1456,59.4326923076923,575,39.4917582417582
285,2,1872,59.5272435897436,773,41.292735042735
285,3,1914,59.7194357366771,753,39.3416927899687
285,4,1616,59.164603960396,577,35.7054455445545
285,5,1733,59.9151759953837,650,37.5072129255626
286,1,1527,59.890635232482,616,40.3405370006549
286,2,1820,59.8505494505495,680,37.3626373626374
286,3,1859,59.4620763851533,726,39.0532544378698
286,4,1630,59.4773006134969,635,38.9570552147239
286,5,1755,59.8290598290598,686,39.0883190883191
287,1,1583,59.452937460518,642,40.555906506633
287,2,1834,59.1919302071974,703,38.3315158124318
287,3,1834,59.5245365321701,728,39.6946564885496
287,4,1577,59.9150285351934,646,40.9638554216868
287,5,1763,59.7532614861032,680,38.5706182643222
288,1,1481,59.5671843349088,594,40.1080351114112
288,2,1818,59.5572057205721,723,39.7689768976898
288,3,1880,59.7803191489362,717,38.1382978723404
288,4,1624,59.1927339901478,639,39.3472906403941
288,5,1788,59.5866890380313,716,40.0447427293065
289,1,1567,59.3356732610083,626,39.9489470325463
289,2,1824,59.3563596491228,738,40.4605263157895
289,3,1809,59.9911553344389,709,39.1929242675511
289,4,1666,59.5612244897959,615,36.9147659063626
289,5,1725,59.6121739130435,647,37.5072463768116
290,1,1558,59.8440308087291,609,39.0885750962773
290,2,1829,59.4226353198469,715,39.0924002186987
290,3,1809,59.8916528468767,736,40.685461580984
290,4,1622,60.2213316892725,618,38.1011097410604
290,5,1773,59.2115059221658,674,38.0146644106035
291,1,1520,59.6092105263158,585,38.4868421052632
291,2,1867,59.6855918585967,725,38.8323513658275
291,3,1824,59.7127192982456,708,38.8157894736842
291,4,1598,59.5463078848561,641,40.1126408010013
291,5,1782,59.658810325477,692,38.8327721661055
292,1,1534,59.2151238591917,632,41.1994784876141
292,2,1815,59.6694214876033,712,39.228650137741
292,3,1802,59.4300776914539,710,39.4006659267481
292,4,1657,59.9529269764635,685,41.3397706698853
292,5,1783,59.3909141895681,703,39.4279304542905
293,1,1553,59.6748229233741,651,41.9188667095943
293,2,1848,59.6688311688312,732,39.6103896103896
293,3,1864,59.3471030042919,717,38.4656652360515
293,4,1592,59.1677135678392,622,39.070351758794
293,5,1734,59.5743944636678,689,39.7347174163783
294,1,1510,59.4450331125828,610,40.3973509933775
294,2,1840,59.5108695652174,705,38.3152173913043
294,3,1832,59.4585152838428,689,37.6091703056769
294,4,1687,59.896265560166,674,39.9525785417902
294,5,1722,59.8484320557491,676,39.2566782810685
295,1,1549,59.4267269205939,584,37.7017430600387
295,2,1854,59.7211434735707,748,40.3451995685005
295,3,1826,60.1626506024097,736,40.3066812705367
295,4,1628,59.264742014742,651,39.987714987715
295,5,1734,59.9850057670127,671,38.6966551326413
296,1,1498,59.7116154873164,557,37.1829105473965
296,2,1837,60.129014697877,685,37.2890582471421
296,3,1852,59.1139308855292,681,36.7710583153348
296,4,1613,59.7786732796032,618,38.3137011779293
296,5,1791,60.0508096035734,713,39.8101619207147
297,1,1544,59.6878238341969,610,39.5077720207254
297,2,1777,59.7782779966235,727,40.9116488463703
297,3,1882,59.8591923485654,722,38.3634431455898
297,4,1640,59.2329268292683,650,39.6341463414634
297,5,1748,59.7276887871854,627,35.8695652173913
298,1,1554,60.0592020592021,582,37.4517374517375
298,2,1868,59.8099571734475,711,38.0620985010707
298,3,1799,59.6320177876598,680,37.798777098388
298,4,1632,59.5772058823529,653,40.0122549019608
298,5,1738,59.5673187571922,698,40.1611047180668
299,1,1482,59.2550607287449,565,38.1241565452092
299,2,1777,59.4389420371413,682,38.3792909397862
299,3,1793,59.6804238706079,679,37.8694924707195
299,4,1763,59.5734543391946,672,38.1168462847419
299,5,1776,59.6779279279279,662,37.2747747747748
300,1,1598,59.5556946182729,597,37.3591989987484
300,2,1783,59.6752664049355,679,38.0818844643859
300,3,1834,59.5092693565976,725,39.5310796074155
300,4,1593,59.5241682360327,651,40.8662900188324
300,5,1783,59.6320807627594,714,40.0448681996635
301,1,1525,59.3881967213115,583,38.2295081967213
301,2,1811,59.8453892876864,675,37.2722252898951
301,3,1807,59.1765356945213,687,38.0188157166574
301,4,1663,59.6506313890559,604,36.3199037883343
301,5,1785,59.7260504201681,670,37.5350140056022
302,1,1514,59.9015852047556,623,41.1492734478203
302,2,1851,59.4970286331713,719,38.8438681793625
302,3,1877,59.5903036760789,719,38.3058071390517
302,4,1610,59.776397515528,620,38.5093167701863
302,5,1739,59.4611845888442,679,39.0454284071305
303,1,1538,59.8595578673602,634,41.222366710013
303,2,1828,59.4666301969366,729,39.8796498905908
303,3,1772,59.8549661399549,708,39.9548532731377
303,4,1629,59.3149171270718,636,39.0423572744015
303,5,1824,59.7944078947369,671,36.7872807017544
304,1,1562,60.0230473751601,605,38.7323943661972
304,2,1870,59.9336898395722,729,38.9839572192513
304,3,1805,59.7296398891967,715,39.612188365651
304,4,1601,59.316052467208,646,40.3497813866334
304,5,1753,59.5464917284655,642,36.6229321163719
305,1,1532,59.7304177545692,579,37.7937336814621
305,2,1840,59.3885869565218,726,39.4565217391304
305,3,1842,59.6036916395223,691,37.513572204126
305,4,1643,59.5751673767499,617,37.553256238588
305,5,1734,59.722029988466,665,38.3506343713956
306,1,1516,59.9155672823219,607,40.0395778364116
306,2,1897,59.6320506062204,710,37.4275171323142
306,3,1774,59.4988726042841,705,39.7406989853439
306,4,1644,59.4458637469586,644,39.1727493917275
306,5,1760,59.6471590909091,697,39.6022727272727
307,1,1514,59.6017173051519,576,38.0449141347424
307,2,1854,59.7098166127292,739,39.8597626752967
307,3,1845,59.0856368563686,746,40.4336043360434
307,4,1619,59.3539221741816,619,38.2334774552193
307,5,1759,59.8192154633314,711,40.4206935758954
308,1,1569,59.9056724028043,594,37.8585086042065
308,2,1832,59.4481441048035,727,39.6834061135371
308,3,1823,59.6077893582008,750,41.1409764125069
308,4,1631,59.8246474555488,670,41.0790925812385
308,5,1736,59.5933179723502,685,39.4585253456221
309,1,1529,59.4362328319163,612,40.0261608894702
309,2,1897,59.8228782287823,767,40.4322614654718
309,3,1827,59.5424192665572,714,39.0804597701149
309,4,1593,59.3088512241055,603,37.8531073446328
309,5,1745,59.3151862464183,652,37.3638968481375
310,1,1563,59.7332053742802,613,39.2194497760717
310,2,1858,59.6598493003229,746,40.1506996770721
310,3,1798,59.2530589543938,687,38.2091212458287
310,4,1629,59.8201350521793,638,39.1651319828115
310,5,1743,59.7487091222031,703,40.3327596098681
311,1,1514,59.9128137384412,624,41.2153236459709
311,2,1866,59.3853161843516,745,39.924973204716
311,3,1841,59.3883758826725,723,39.2721347093971
311,4,1644,59.6271289537713,679,41.301703163017
311,5,1726,59.2850521436848,668,38.702201622248
312,1,1530,60.1052287581699,565,36.9281045751634
312,2,1854,59.5652642934196,740,39.9137001078749
312,3,1851,59.5807671528903,715,38.6277687736359
312,4,1628,59.6068796068796,635,39.004914004914
312,5,1728,59.8136574074074,699,40.4513888888889
313,1,1504,59.2373670212766,591,39.2952127659575
313,2,1779,59.4170882518269,659,37.0432827431141
313,3,1902,59.7181913774974,788,41.4300736067298
313,4,1630,59.5969325153374,648,39.7546012269939
313,5,1776,59.2961711711712,664,37.3873873873874
314,1,1538,59.8368010403121,634,41.222366710013
314,2,1851,59.6785521339816,723,39.0599675850891
314,3,1832,59.57096069869,697,38.0458515283843
314,4,1598,59.351689612015,605,37.8598247809762
314,5,1772,59.553611738149,698,39.3905191873589
315,1,1562,60.1856594110115,607,38.8604353393086
315,2,1838,59.5647442872688,747,40.6420021762786
315,3,1844,59.9441431670282,730,39.587852494577
315,4,1593,59.5266792215945,600,37.6647834274953
315,5,1754,59.5262257696693,667,38.0273660205245
316,1,1579,59.5794806839772,619,39.2020265991134
316,2,1818,59.6633663366337,724,39.8239823982398
316,3,1877,59.5157165689931,735,39.158231220032
316,4,1627,59.2581438229871,648,39.8279041180086
316,5,1690,59.4112426035503,664,39.2899408284024
317,1,1548,59.593023255814,613,39.5994832041344
317,2,1781,59.9932622122403,696,39.0791690061763
317,3,1844,59.822125813449,761,41.2689804772234
317,4,1667,59.9052189562088,626,37.5524895020996
317,5,1751,59.6150770988007,704,40.2055968018275
318,1,1491,59.6317907444668,583,39.1012743125419
318,2,1840,59.4760869565218,721,39.1847826086957
318,3,1835,59.9193460490463,730,39.7820163487739
318,4,1704,60.0322769953052,662,38.849765258216
318,5,1721,59.5246949447995,720,41.836141778036
319,1,1506,59.3472775564409,625,41.5006640106242
319,2,1837,59.6183995645074,726,39.5209580838323
319,3,1801,59.6329816768462,693,38.4786229872293
319,4,1644,59.632603406326,633,38.5036496350365
319,5,1803,59.5784803105935,721,39.9889073765946
320,1,1625,59.3655384615385,648,39.8769230769231
320,2,1779,59.6250702641934,718,40.3597526700394
320,3,1894,59.772439281943,763,40.285110876452
320,4,1619,59.5620753551575,664,41.0129709697344
320,5,1674,59.3996415770609,624,37.2759856630824
321,1,1543,59.5411535968892,620,40.1814646791964
321,2,1874,59.2785485592316,729,38.9007470651014
321,3,1830,59.3934426229508,668,36.5027322404372
321,4,1639,59.5954850518609,665,40.5735204392922
321,5,1705,59.6463343108504,649,38.0645161290323
322,1,1522,59.6452036793693,606,39.8160315374507
322,2,1806,59.827796234773,725,40.1439645625692
322,3,1818,60.0401540154016,721,39.6589658965897
322,4,1639,59.7736424649176,640,39.0482001220256
322,5,1806,59.2458471760797,733,40.5869324473976
323,1,1524,59.4829396325459,606,39.7637795275591
323,2,1851,59.0961642355484,722,39.0059427336575
323,3,1861,59.4535196131112,730,39.2262224610425
323,4,1595,59.7347962382445,636,39.8746081504702
323,5,1760,59.7454545454546,728,41.3636363636364
324,1,1580,60.3018987341772,637,40.3164556962025
324,2,1848,59.6374458874459,716,38.7445887445887
324,3,1863,59.6285560923242,719,38.593666129898
324,4,1637,59.4062309102016,613,37.4465485644472
324,5,1663,59.6031268791341,686,41.250751653638
325,1,1506,60.0345285524568,603,40.0398406374502
325,2,1833,59.6481178396072,710,38.73431533006
325,3,1884,59.5026539278132,725,38.4819532908705
325,4,1589,59.5141598489616,586,36.8785399622404
325,5,1779,59.6379988757729,709,39.8538504777965
326,1,1538,59.4512353706112,599,38.9466840052016
326,2,1860,59.4564516129032,720,38.7096774193548
326,3,1870,59.679679144385,718,38.3957219251337
326,4,1592,59.7456030150754,617,38.7562814070352
326,5,1731,59.9774696707106,673,38.8792605430387
327,1,1514,59.2034346103038,544,35.9313077939234
327,2,1817,60.074298293891,734,40.3962575674188
327,3,1854,59.5970873786408,746,40.2373247033441
327,4,1589,59.7230962869729,629,39.5846444304594
327,5,1817,59.6301596037424,720,39.6257567418822
328,1,1502,59.7296937416778,595,39.6138482023968
328,2,1817,59.2806824435883,701,38.5800770500826
328,3,1729,59.9624060150376,667,38.5772122614228
328,4,1693,59.8357944477259,681,40.2244536326048
328,5,1850,59.4643243243243,706,38.1621621621622
329,1,1506,59.8054448871182,617,40.9694555112882
329,2,1883,59.7488050982475,762,40.4673393520977
329,3,1805,59.7927977839335,723,40.0554016620499
329,4,1664,59.5054086538462,663,39.84375
329,5,1733,59.4725908828621,678,39.1229082515868
330,1,1507,59.4585268745853,597,39.6151293961513
330,2,1813,59.8571428571429,737,40.6508549365692
330,3,1839,59.9755301794454,711,38.6623164763458
330,4,1651,59.2616596002423,695,42.0956995760145
330,5,1781,59.4682762492982,676,37.956204379562
331,1,1554,59.5971685971686,617,39.7039897039897
331,2,1854,59.831715210356,729,39.3203883495146
331,3,1883,59.6935740839087,664,35.262878385555
331,4,1587,59.593572778828,618,38.9413988657845
331,5,1713,59.3304144775248,649,37.8867483946293
332,1,1505,59.7727574750831,601,39.9335548172758
332,2,1817,59.663181067694,693,38.1397908640616
332,3,1898,59.3988408851423,744,39.1991570073762
332,4,1637,59.6664630421503,615,37.5687232742822
332,5,1734,59.3869665513264,666,38.4083044982699
333,1,1586,59.1645649432535,630,39.7225725094578
333,2,1814,59.6058434399118,674,37.1554575523705
333,3,1863,59.5598497047773,689,36.983360171766
333,4,1626,60.0436654366544,606,37.2693726937269
333,5,1702,59.8037602820212,664,39.0129259694477
334,1,1476,59.6422764227642,600,40.650406504065
334,2,1881,59.8500797448166,725,38.5433280170122
334,3,1828,59.3506564551422,683,37.363238512035
334,4,1694,59.5678866587958,664,39.1971664698937
334,5,1712,59.7704439252336,638,37.2663551401869
335,1,1553,59.4146812620734,623,40.1159047005795
335,2,1855,59.2970350404313,719,38.7601078167116
335,3,1834,59.030534351145,709,38.6586695747001
335,4,1548,59.593669250646,578,37.3385012919897
335,5,1801,59.5574680732926,675,37.4791782343143
336,1,1569,59.8132568514978,615,39.1969407265774
336,2,1844,59.576464208243,740,40.1301518438178
336,3,1820,59.460989010989,697,38.2967032967033
336,4,1602,59.6716604244694,599,37.3907615480649
336,5,1756,59.6884965831435,704,40.0911161731207
337,1,1546,59.6216041397154,616,39.8447606727038
337,2,1887,59.6391096979332,725,38.4207737148914
337,3,1812,59.5430463576159,704,38.8520971302428
337,4,1595,59.9705329153605,624,39.1222570532915
337,5,1751,59.8874928612222,703,40.1484865790977
338,1,1564,59.2020460358056,651,41.6240409207161
338,2,1827,60.016420361248,666,36.4532019704434
338,3,1854,59.4385113268609,724,39.0507011866235
338,4,1619,59.3743051266214,640,39.5305744286597
338,5,1727,59.4423856398379,650,37.6375217139548
339,1,1502,59.5892143808256,598,39.8135818908123
339,2,1913,59.8092002090957,732,38.2645060115003
339,3,1852,59.1965442764579,711,38.3909287257019
339,4,1553,59.5730843528654,601,38.6992916934965
339,5,1771,59.5437605872389,702,39.6386222473179
340,1,1602,59.9637952559301,643,40.1373283395755
340,2,1809,59.4941956882255,694,38.3637368711996
340,3,1919,59.8421052631579,736,38.353309015112
340,4,1562,59.7343149807939,653,41.8053777208707
340,5,1699,59.5150088287228,663,39.0229546792231
341,1,1556,59.6535989717224,599,38.4961439588689
341,2,1766,59.5707814269536,692,39.1845979614949
341,3,1907,59.4436287362349,737,38.6470896696382
341,4,1632,59.5128676470588,638,39.093137254902
341,5,1730,60.042774566474,668,38.6127167630058
342,1,1525,59.1396721311476,621,40.7213114754098
342,2,1865,59.8530831099196,752,40.3217158176944
342,3,1857,59.3381798599892,746,40.1723209477652
342,4,1613,59.5096094234346,639,39.6156230626163
342,5,1731,59.5632582322357,715,41.3056036972848
343,1,1544,60.065414507772,610,39.5077720207254
343,2,1817,59.9642267473858,725,39.9009356081453
343,3,1783,59.5378575434661,701,39.3157599551318
343,4,1680,59.9327380952381,688,40.952380952381
343,5,1767,59.605546123373,662,37.4646293152235
344,1,1521,59.3984220907298,622,40.8941485864563
344,2,1764,59.515306122449,703,39.8526077097506
344,3,1835,59.4228882833788,723,39.4005449591281
344,4,1685,59.3139465875371,625,37.0919881305638
344,5,1786,59.8314669652856,689,38.5778275475924
345,1,1536,59.90234375,619,40.2994791666667
345,2,1786,59.7407614781635,706,39.5296752519597
345,3,1819,59.4744365035734,771,42.3859263331501
345,4,1656,60.0042270531401,648,39.1304347826087
345,5,1794,59.6365663322185,688,38.3500557413601
346,1,1525,59.3967213114754,607,39.8032786885246
346,2,1863,59.3032742887815,726,38.9694041867955
346,3,1824,59.6343201754386,708,38.8157894736842
346,4,1682,59.961355529132,664,39.4768133174792
346,5,1697,59.6458456098998,683,40.2474955804361
347,1,1559,59.3771648492624,613,39.3200769724182
347,2,1851,59.7077255537547,719,38.8438681793625
347,3,1812,59.6048565121413,715,39.4591611479029
347,4,1592,59.9811557788945,630,39.5728643216081
347,5,1777,59.732695554305,696,39.1671356218346
348,1,1550,59.5045161290323,582,37.5483870967742
348,2,1833,59.8952536824877,723,39.443535188216
348,3,1820,59.6357142857143,706,38.7912087912088
348,4,1616,59.1435643564357,654,40.470297029703
348,5,1772,59.5231376975169,687,38.7697516930023
349,1,1557,59.2729608220938,597,38.3429672447014
349,2,1790,59.6687150837989,692,38.659217877095
349,3,1861,59.6372917786137,699,37.5604513702311
349,4,1596,59.3383458646617,635,39.7869674185464
349,5,1787,59.6899832120873,684,38.276440962507
350,1,1713,59.3018096906013,679,39.6380618797431
350,2,1769,59.6427360090447,685,38.7224420576597
350,3,1782,59.6801346801347,717,40.2356902356902
350,4,1634,59.391064871481,595,36.4137086903305
350,5,1693,59.3851151801536,670,39.5747194329592
351,1,1573,59.4672600127146,634,40.3051493960585
351,2,1806,59.6434108527132,679,37.5968992248062
351,3,1883,59.493892724376,754,40.0424853956452
351,4,1535,59.571986970684,590,38.4364820846906
351,5,1794,59.3639910813824,719,40.0780379041249
352,1,1522,59.5512483574245,599,39.3561103810775
352,2,1834,59.4934569247546,734,40.0218102508179
352,3,1891,59.7191961924908,746,39.4500264410365
352,4,1630,59.6429447852761,618,37.9141104294479
352,5,1714,59.4311551925321,628,36.6394399066511
353,1,1529,60.1085676913015,547,35.7750163505559
353,2,1821,59.5595826468973,714,39.2092257001647
353,3,1804,59.8719512195122,693,38.4146341463415
353,4,1652,59.5248184019371,658,39.8305084745763
353,5,1785,59.3148459383754,735,41.1764705882353
354,1,1523,59.4379514116875,618,40.5778069599475
354,2,1864,59.6341201716738,707,37.9291845493562
354,3,1889,59.7268395976707,749,39.6506087877184
354,4,1601,60.0799500312305,643,40.1623985009369
354,5,1714,59.7992998833139,692,40.3733955659277
355,1,1544,58.9922279792746,594,38.4715025906736
355,2,1829,59.4182613449973,676,36.960087479497
355,3,1840,59.8391304347826,757,41.1413043478261
355,4,1586,59.5807061790668,617,38.9029003783102
355,5,1792,59.7946428571429,711,39.6763392857143
356,1,1534,59.5795306388527,563,36.7014341590613
356,2,1854,59.7098166127292,743,40.0755124056095
356,3,1799,59.5514174541412,673,37.4096720400222
356,4,1622,59.5758323057953,641,39.5191122071517
356,5,1782,59.6975308641975,703,39.4500561167228
357,1,1601,59.9793878825734,646,40.3497813866334
357,2,1841,59.7593699076589,731,39.7066811515481
357,3,1784,59.4439461883408,670,37.5560538116592
357,4,1616,59.2549504950495,675,41.769801980198
357,5,1749,59.3773584905661,652,37.2784448256146
358,1,1524,60.0695538057743,644,42.257217847769
358,2,1877,59.4864144912094,725,38.6254661694193
358,3,1926,59.4402907580478,741,38.4735202492212
358,4,1575,59.4628571428572,648,41.1428571428571
358,5,1689,59.4665482534044,653,38.6619301361753
359,1,1526,59.213630406291,609,39.908256880734
359,2,1862,59.452201933405,699,37.5402792696026
359,3,1798,59.5372636262514,692,38.4872080088988
359,4,1615,60.2006191950465,611,37.8328173374613
359,5,1790,60.0145251396648,708,39.5530726256983
360,1,1561,59.750800768738,626,40.1024983984625
360,2,1845,60.0607046070461,722,39.1327913279133
360,3,1831,59.406335335882,711,38.8312397596942
360,4,1612,59.5769230769231,627,38.8957816377171
360,5,1742,59.6377726750861,686,39.3800229621125
361,1,1571,59.6785486950987,642,40.8656906429026
361,2,1830,59.9382513661202,717,39.1803278688525
361,3,1816,59.5704845814978,722,39.7577092511013
361,4,1639,59.5747406955461,623,38.0109823062843
361,5,1735,59.3890489913545,692,39.8847262247839
362,1,1536,59.3372395833333,596,38.8020833333333
362,2,1893,59.5087163232964,753,39.7781299524564
362,3,1812,59.6650110375276,725,40.0110375275938
362,4,1630,59.521472392638,629,38.5889570552147
362,5,1720,59.5046511627907,670,38.953488372093
363,1,1547,59.2882999353588,602,38.9140271493213
363,2,1875,59.5210666666667,710,37.8666666666667
363,3,1814,59.7502756339581,716,39.470782800441
363,4,1590,59.7421383647799,619,38.9308176100629
363,5,1765,59.8022662889519,683,38.6968838526912
364,1,1432,59.2709497206704,567,39.5949720670391
364,2,1862,59.7696025778733,729,39.1514500537057
364,3,1826,59.1440306681271,742,40.6352683461117
364,4,1618,59.6693448702101,614,37.9480840543881
364,5,1853,59.4770642201835,716,38.6400431732326
365,1,1521,59.4214332675871,614,40.3681788297173
365,2,1795,59.6529247910864,682,37.9944289693593
365,3,1893,59.6698362387744,734,38.7744321183307
365,4,1592,59.6526381909548,588,36.9346733668342
365,5,1790,59.1284916201117,687,38.3798882681564
366,1,1497,59.3279893119573,607,40.5477621910488
